Node,Feature,Threshold,Value
691,-2,-2.0,"[[0.0, 1298.1967453956604, 100.76236772537231]]"
692,-2,-2.0,"[[0.0, 1788.5023617744446, 52.98220920562744]]"
693,1,5.91477370262146,"[[0.0, 1196.5881297588348, 1360.2611833810806]]"
694,-2,-2.0,"[[0.0, 155.5807182788849, 824.8788269758224]]"
695,4,1.606105923652649,"[[0.0, 1041.00741147995, 535.3823564052582]]"
696,-2,-2.0,"[[0.0, 1041.00741147995, 220.10431337356567]]"
697,-2,-2.0,"[[0.0, 0.0, 315.2780430316925]]"
698,-2,-2.0,"[[0.0, 1572.135181427002, 66.95736646652222]]"
699,0,2.5,"[[43.760700702667236, 74346.5378229618, 10828.707789361477]]"
700,4,-1.004300057888031,"[[0.0, 39637.280366659164, 3092.8212579488754]]"
701,2,8.462021827697754,"[[0.0, 2662.2770686149597, 1125.1058640480042]]"
702,-2,-2.0,"[[0.0, 1850.0090079307556, 168.88309526443481]]"
703,1,3.1092734336853027,"[[0.0, 812.2680606842041, 956.2227687835693]]"
704,-2,-2.0,"[[0.0, 11.301310062408447, 884.4742765426636]]"
705,-2,-2.0,"[[0.0, 800.9667506217957, 71.74849224090576]]"
706,2,1.9865134358406067,"[[0.0, 36975.003298044205, 1967.7153939008713]]"
707,4,1.6514433026313782,"[[0.0, 5841.3145403862, 1493.169510960579]]"
708,3,1.4020690321922302,"[[0.0, 4178.629644393921, 375.46333944797516]]"
709,0,1.0,"[[0.0, 357.42232608795166, 244.77958524227142]]"
710,-2,-2.0,"[[0.0, 332.05395889282227, 9.19373893737793]]"
711,-2,-2.0,"[[0.0, 25.368367195129395, 235.5858463048935]]"
712,-2,-2.0,"[[0.0, 3821.2073183059692, 130.68375420570374]]"
713,0,1.5,"[[0.0, 1662.684895992279, 1117.7061715126038]]"
714,2,0.8257597088813782,"[[0.0, 1541.0144319534302, 569.3201329708099]]"
715,3,1.8108854293823242,"[[0.0, 249.4991693496704, 494.7686998844147]]"
716,-2,-2.0,"[[0.0, 25.17787504196167, 490.72750973701477]]"
717,-2,-2.0,"[[0.0, 224.32129430770874, 4.041190147399902]]"
718,-2,-2.0,"[[0.0, 1291.5152626037598, 74.55143308639526]]"
719,1,2.9611072540283203,"[[0.0, 121.67046403884888, 548.3860385417938]]"
720,-2,-2.0,"[[0.0, 17.3648738861084, 548.3860385417938]]"
721,-2,-2.0,"[[0.0, 104.30559015274048, 0.0]]"
722,2,4.652899980545044,"[[0.0, 31133.688757658005, 474.54588294029236]]"
723,0,0.5,"[[0.0, 7633.776985168457, 394.9323272705078]]"
724,-2,-2.0,"[[0.0, 3689.881214618683, 0.0]]"
725,1,1.5929139852523804,"[[0.0, 3943.895770549774, 394.9323272705078]]"
726,-2,-2.0,"[[0.0, 152.46687746047974, 276.4092526435852]]"
727,-2,-2.0,"[[0.0, 3791.4288930892944, 118.52307462692261]]"
728,-2,-2.0,"[[0.0, 23499.911772489548, 79.61355566978455]]"
729,1,5.852464199066162,"[[43.760700702667236, 34709.25745630264, 7735.8865314126015]]"
730,1,3.02760112285614,"[[43.760700702667236, 22598.632075309753, 7457.745648443699]]"
731,2,11.902450561523438,"[[43.760700702667236, 578.7131388187408, 1433.0305523872375]]"
732,-2,-2.0,"[[43.760700702667236, 350.7348954677582, 1417.5859467983246]]"
733,-2,-2.0,"[[0.0, 227.97824335098267, 15.444605588912964]]"
734,0,4.5,"[[0.0, 22019.918936491013, 6024.715096056461]]"
735,2,7.828891754150391,"[[0.0, 17523.993847846985, 2794.382209300995]]"
736,1,3.4749393463134766,"[[0.0, 9918.69125699997, 2710.933161497116]]"
737,4,1.439020574092865,"[[0.0, 1169.3590989112854, 1705.0572354793549]]"
738,4,1.1105300188064575,"[[0.0, 1056.4211230278015, 397.3275671005249]]"
739,-2,-2.0,"[[0.0, 571.3401846885681, 0.0]]"
740,-2,-2.0,"[[0.0, 485.0809383392334, 397.3275671005249]]"
741,-2,-2.0,"[[0.0, 112.93797588348389, 1307.72966837883]]"
742,4,1.566987156867981,"[[0.0, 8749.332158088684, 1005.8759260177612]]"
743,-2,-2.0,"[[0.0, 5623.357043266296, 90.35135698318481]]"
744,1,4.819359540939331,"[[0.0, 3125.9751148223877, 915.5245690345764]]"
745,2,5.221919298171997,"[[0.0, 1280.3785409927368, 915.5245690345764]]"
746,0,3.5,"[[0.0, 341.24981451034546, 717.0203738212585]]"
747,-2,-2.0,"[[0.0, 244.55335140228271, 0.0]]"
748,2,1.6881741881370544,"[[0.0, 96.69646310806274, 717.0203738212585]]"
749,-2,-2.0,"[[0.0, 84.17347431182861, 0.0]]"
750,-2,-2.0,"[[0.0, 12.52298879623413, 717.0203738212585]]"
751,-2,-2.0,"[[0.0, 939.1287264823914, 198.50419521331787]]"
752,-2,-2.0,"[[0.0, 1845.5965738296509, 0.0]]"
753,-2,-2.0,"[[0.0, 7605.302590847015, 83.44904780387878]]"
754,4,1.3306660056114197,"[[0.0, 4495.925088644028, 3230.3328867554665]]"
755,3,1.7053065299987793,"[[0.0, 3370.086456298828, 637.4872243404388]]"
756,-2,-2.0,"[[0.0, 687.9419860839844, 450.1453814506531]]"
757,-2,-2.0,"[[0.0, 2682.1444702148438, 187.34184288978577]]"
758,1,5.3940815925598145,"[[0.0, 1125.8386323451996, 2592.8456624150276]]"
759,-2,-2.0,"[[0.0, 248.64958953857422, 1835.6711869835854]]"
760,2,9.512456893920898,"[[0.0, 877.1890428066254, 757.1744754314423]]"
761,-2,-2.0,"[[0.0, 316.19294357299805, 708.681547164917]]"
762,-2,-2.0,"[[0.0, 560.9960992336273, 48.49292826652527]]"
763,1,6.5691938400268555,"[[0.0, 12110.62538099289, 278.1408829689026]]"
764,-2,-2.0,"[[0.0, 3892.758014202118, 264.1945583820343]]"
765,-2,-2.0,"[[0.0, 8217.867366790771, 13.946324586868286]]"
766,0,11.5,"[[1411.0100658535957, 2799.706379175186, 3397.7061799764633]]"
767,1,4.8862714767456055,"[[588.3733114004135, 2794.6784126758575, 3349.618894338608]]"
768,-2,-2.0,"[[531.2842887639999, 16.736658096313477, 226.401076734066]]"
769,4,1.0016251802444458,"[[57.089022636413574, 2777.941754579544, 3123.217817604542]]"
770,-2,-2.0,"[[0.0, 884.1438670158386, 4.687336444854736]]"
771,2,1.1414927244186401,"[[57.089022636413574, 1893.7978875637054, 3118.530481159687]]"
772,1,5.733514070510864,"[[34.65947163105011, 808.14723944664, 208.8169186115265]]"
773,-2,-2.0,"[[23.632723569869995, 5.348635196685791, 135.78364676237106]]"
774,-2,-2.0,"[[11.026748061180115, 802.7986042499542, 73.03327184915543]]"
775,3,1.458000123500824,"[[22.429551005363464, 1085.6506481170654, 2909.7135625481606]]"
776,-2,-2.0,"[[22.429551005363464, 181.24185156822205, 1697.828219115734]]"
777,4,1.5443069338798523,"[[0.0, 904.4087965488434, 1211.8853434324265]]"
778,-2,-2.0,"[[0.0, 880.2793197631836, 642.3536657094955]]"
779,-2,-2.0,"[[0.0, 24.12947678565979, 569.5316777229309]]"
780,-2,-2.0,"[[822.6367544531822, 5.027966499328613, 48.08728563785553]]"
781,4,0.0,"[[69.84984827041626, 69411.0959045887, 68472.73634147644]]"
782,1,3.398559808731079,"[[0.0, 19384.94158554077, 62039.003779530525]]"
783,2,14.470699310302734,"[[0.0, 628.5539078712463, 37504.0600143671]]"
784,1,2.465875029563904,"[[0.0, 549.7542877197266, 6879.751431584358]]"
785,-2,-2.0,"[[0.0, 171.45778131484985, 6322.958685517311]]"
786,-2,-2.0,"[[0.0, 378.2965064048767, 556.7927460670471]]"
787,-2,-2.0,"[[0.0, 78.79962015151978, 30624.308582782745]]"
788,2,17.15534210205078,"[[0.0, 18756.387677669525, 24534.94376516342]]"
789,3,1.329765498638153,"[[0.0, 17536.57654094696, 5473.917290210724]]"
790,1,5.136474132537842,"[[0.0, 3464.4961819648743, 3563.850072860718]]"
791,4,-1.8709748983383179,"[[0.0, 863.596776008606, 2337.537408351898]]"
792,-2,-2.0,"[[0.0, 329.63688945770264, 43.10742521286011]]"
793,0,1.5,"[[0.0, 533.9598865509033, 2294.429983139038]]"
794,-2,-2.0,"[[0.0, 428.1609363555908, 264.6840229034424]]"
795,-2,-2.0,"[[0.0, 105.7989501953125, 2029.7459602355957]]"
796,2,16.047120094299316,"[[0.0, 2600.8994059562683, 1226.3126645088196]]"
797,0,4.5,"[[0.0, 2573.968683242798, 536.8758115768433]]"
798,-2,-2.0,"[[0.0, 2423.2194290161133, 288.6972584724426]]"
799,-2,-2.0,"[[0.0, 150.74925422668457, 248.17855310440063]]"
800,-2,-2.0,"[[0.0, 26.93072271347046, 689.4368529319763]]"
801,1,4.510457277297974,"[[0.0, 14072.080358982086, 1910.067217350006]]"
802,0,0.5,"[[0.0, 2016.1932163238525, 1454.4107332229614]]"
803,2,15.83187198638916,"[[0.0, 1516.121898651123, 313.78864336013794]]"
804,-2,-2.0,"[[0.0, 1237.6369428634644, 0.0]]"
805,-2,-2.0,"[[0.0, 278.4849557876587, 313.78864336013794]]"
806,2,15.465221405029297,"[[0.0, 500.0713176727295, 1140.6220898628235]]"
807,4,-1.198987603187561,"[[0.0, 500.0713176727295, 537.7966070175171]]"
808,-2,-2.0,"[[0.0, 488.7192873954773, 214.82050037384033]]"
809,-2,-2.0,"[[0.0, 11.352030277252197, 322.97610664367676]]"
810,-2,-2.0,"[[0.0, 0.0, 602.8254828453064]]"
811,2,17.00243377685547,"[[0.0, 12055.887142658234, 455.6564841270447]]"
812,0,3.5,"[[0.0, 11938.886536598206, 278.03465032577515]]"
813,-2,-2.0,"[[0.0, 9659.123254299164, 55.72105360031128]]"
814,-2,-2.0,"[[0.0, 2279.7632822990417, 222.31359672546387]]"
815,-2,-2.0,"[[0.0, 117.00060606002808, 177.62183380126953]]"
816,2,18.361966133117676,"[[0.0, 1219.8111367225647, 19061.026474952698]]"
817,3,1.5074386596679688,"[[0.0, 1191.2568988800049, 4984.330945491791]]"
818,-2,-2.0,"[[0.0, 16.46851348876953, 3583.1895503997803]]"
819,3,1.7398136258125305,"[[0.0, 1174.7883853912354, 1401.1413950920105]]"
820,2,17.3282470703125,"[[0.0, 401.10880851745605, 1115.9431853294373]]"
821,-2,-2.0,"[[0.0, 223.93326616287231, 5.514854431152344]]"
822,-2,-2.0,"[[0.0, 177.17554235458374, 1110.428330898285]]"
823,-2,-2.0,"[[0.0, 773.6795768737793, 285.19820976257324]]"
824,-2,-2.0,"[[0.0, 28.554237842559814, 14076.695529460907]]"
825,0,4.5,"[[69.84984827041626, 50026.15431904793, 6433.732561945915]]"
826,3,1.214593231678009,"[[0.0, 32989.30625295639, 341.6056219339371]]"
827,2,13.461238384246826,"[[0.0, 4127.871369600296, 286.00214898586273]]"
828,-2,-2.0,"[[0.0, 250.3004949092865, 196.6420031785965]]"
829,-2,-2.0,"[[0.0, 3877.5708746910095, 89.36014580726624]]"
830,-2,-2.0,"[[0.0, 28861.434883356094, 55.60347294807434]]"
831,0,7.5,"[[69.84984827041626, 17036.848066091537, 6092.126940011978]]"
832,1,4.871628761291504,"[[32.961002349853516, 12904.632917642593, 2458.8866589069366]]"
833,2,16.836548805236816,"[[32.961002349853516, 3479.804722547531, 2307.3769381046295]]"
834,2,14.3078031539917,"[[32.961002349853516, 1026.1098403930664, 2107.931860089302]]"
835,-2,-2.0,"[[32.961002349853516, 109.72521543502808, 1232.7903329133987]]"
836,1,4.194008111953735,"[[0.0, 916.3846249580383, 875.1415271759033]]"
837,-2,-2.0,"[[0.0, 115.91241073608398, 744.6108338832855]]"
838,-2,-2.0,"[[0.0, 800.4722142219543, 130.5306932926178]]"
839,1,3.485541582107544,"[[0.0, 2453.6948821544647, 199.44507801532745]]"
840,-2,-2.0,"[[0.0, 190.83661365509033, 177.92367899417877]]"
841,-2,-2.0,"[[0.0, 2262.8582684993744, 21.52139902114868]]"
842,-2,-2.0,"[[0.0, 9424.828195095062, 151.50972080230713]]"
843,1,6.566009044647217,"[[36.888845920562744, 4132.215148448944, 3633.2402811050415]]"
844,2,18.078243255615234,"[[36.888845920562744, 665.9595110416412, 1914.1977043151855]]"
845,-2,-2.0,"[[21.021095752716064, 30.131197929382324, 1113.4742513895035]]"
846,1,5.7122204303741455,"[[15.86775016784668, 635.8283131122589, 800.7234529256821]]"
847,-2,-2.0,"[[15.86775016784668, 53.64597845077515, 601.3955583572388]]"
848,-2,-2.0,"[[0.0, 582.1823346614838, 199.3278945684433]]"
849,2,15.3392653465271,"[[0.0, 3466.255637407303, 1719.042576789856]]"
850,-2,-2.0,"[[0.0, 281.52235555648804, 1168.1577422618866]]"
851,3,1.2129252552986145,"[[0.0, 3184.733281850815, 550.8848345279694]]"
852,-2,-2.0,"[[0.0, 205.51736116409302, 420.0419852733612]]"
853,-2,-2.0,"[[0.0, 2979.215920686722, 130.84284925460815]]"
854,2,6.038870334625244,"[[6199.803837239742, 618564.1292533278, 84112.47080540657]]"
855,4,1.0543051362037659,"[[2449.0043768286705, 136462.08548152447, 34365.18720841408]]"
856,1,17.10621166229248,"[[35.30869823694229, 44126.6354264617, 25383.418007731438]]"
857,1,12.873451709747314,"[[5.9385130405426025, 40432.63863927126, 4275.469184219837]]"
858,-2,-2.0,"[[3.8612319827079773, 30037.174190998077, 304.3914452791214]]"
859,2,3.9972457885742188,"[[2.0772810578346252, 10395.464448273182, 3971.077738940716]]"
860,4,-1.3318575620651245,"[[2.0772810578346252, 4154.878259241581, 3721.278657376766]]"
861,2,2.7081531286239624,"[[0.0, 2004.298246204853, 3161.44532340765]]"
862,-2,-2.0,"[[0.0, 439.15898710489273, 2114.7726635932922]]"
863,-2,-2.0,"[[0.0, 1565.1392590999603, 1046.6726598143578]]"
864,-2,-2.0,"[[2.0772810578346252, 2150.580013036728, 559.8333339691162]]"
865,-2,-2.0,"[[0.0, 6240.586189031601, 249.79908156394958]]"
866,4,0.0,"[[29.37018519639969, 3693.9967871904373, 21107.9488235116]]"
867,2,4.161470413208008,"[[0.0, 2394.4590707421303, 20159.203263819218]]"
868,1,19.448719024658203,"[[0.0, 394.5467569231987, 15785.414490759373]]"
869,0,18.5,"[[0.0, 339.6792507171631, 2930.273552238941]]"
870,-2,-2.0,"[[0.0, 17.61700677871704, 2042.079443693161]]"
871,-2,-2.0,"[[0.0, 322.06224393844604, 888.1941085457802]]"
872,-2,-2.0,"[[0.0, 54.867506206035614, 12855.140938520432]]"
873,1,24.25139045715332,"[[0.0, 1999.9123138189316, 4373.788773059845]]"
874,3,1.6949204802513123,"[[0.0, 1988.5378960967064, 2205.4188184142113]]"
875,-2,-2.0,"[[0.0, 1770.92561596632, 802.249961078167]]"
876,-2,-2.0,"[[0.0, 217.61228013038635, 1403.1688573360443]]"
877,-2,-2.0,"[[0.0, 11.37441772222519, 2168.3699546456337]]"
878,0,23.5,"[[29.37018519639969, 1299.537716448307, 948.7455596923828]]"
879,-2,-2.0,"[[0.0, 1121.2007174491882, 182.52913051843643]]"
880,-2,-2.0,"[[29.37018519639969, 178.3369989991188, 766.2164291739464]]"
881,3,1.3683792352676392,"[[2413.695678591728, 92335.45005506277, 8981.76920068264]]"
882,4,1.3540160655975342,"[[2100.334625720978, 16205.352867603302, 4812.41710203886]]"
883,0,24.5,"[[228.9633910059929, 4905.150530099869, 2856.155364513397]]"
884,-2,-2.0,"[[170.90650302171707, 4139.526806950569, 1295.1356112957]]"
885,2,2.4100265502929688,"[[58.05688798427582, 765.6237231492996, 1561.0197532176971]]"
886,-2,-2.0,"[[28.67399698495865, 67.30658054351807, 856.5562564134598]]"
887,-2,-2.0,"[[29.38289099931717, 698.3171426057816, 704.4634968042374]]"
888,1,13.402464389801025,"[[1871.371234714985, 11300.202337503433, 1956.261737525463]]"
889,0,14.5,"[[958.4210401177406, 1834.12160718441, 931.7923684716225]]"
890,1,10.414086818695068,"[[231.224693775177, 1690.0170134305954, 805.1901143789291]]"
891,0,12.5,"[[229.6811466217041, 621.7121512293816, 547.7499013543129]]"
892,-2,-2.0,"[[16.107425332069397, 614.2235581278801, 466.1125963330269]]"
893,-2,-2.0,"[[213.5737212896347, 7.488593101501465, 81.63730502128601]]"
894,-2,-2.0,"[[1.5435471534729004, 1068.3048622012138, 257.44021302461624]]"
895,-2,-2.0,"[[727.1963463425636, 144.1045937538147, 126.60225409269333]]"
896,0,25.5,"[[912.9501945972443, 9466.080730319023, 1024.4693690538406]]"
897,0,17.5,"[[430.30039954185486, 7417.213420808315, 352.75871855020523]]"
898,-2,-2.0,"[[0.0, 3027.610106110573, 43.958141684532166]]"
899,1,18.18185806274414,"[[430.30039954185486, 4389.6033146977425, 308.80057686567307]]"
900,0,20.5,"[[360.03097254037857, 526.6211457252502, 151.40456247329712]]"
901,-2,-2.0,"[[154.66469889879227, 522.9699450731277, 150.55030661821365]]"
902,-2,-2.0,"[[205.3662736415863, 3.6512006521224976, 0.8542558550834656]]"
903,-2,-2.0,"[[70.26942700147629, 3862.982168972492, 157.39601439237595]]"
904,1,23.172917366027832,"[[482.6497950553894, 2048.867309510708, 671.7106505036354]]"
905,-2,-2.0,"[[407.73349833488464, 36.06590151786804, 58.68755382299423]]"
906,-2,-2.0,"[[74.91629672050476, 2012.8014079928398, 613.0230966806412]]"
907,1,16.54314422607422,"[[313.3610528707504, 76130.09718745947, 4169.35209864378]]"
908,2,1.433990478515625,"[[271.86551862955093, 22756.624902009964, 3574.6213957071304]]"
909,-2,-2.0,"[[12.837018132209778, 8638.94020998478, 165.00719451904297]]"
910,0,17.5,"[[259.02850049734116, 14117.684692025185, 3409.6142011880875]]"
911,1,13.88826036453247,"[[96.40332162380219, 12560.28312766552, 2467.691392123699]]"
912,4,1.2504437565803528,"[[96.40332162380219, 9572.421654582024, 2432.379601895809]]"
913,-2,-2.0,"[[0.0, 3507.4273302555084, 190.0587102174759]]"
914,0,9.5,"[[96.40332162380219, 6064.994324326515, 2242.3208916783333]]"
915,4,1.9546562433242798,"[[0.0, 2697.4251651763916, 245.23276901245117]]"
916,-2,-2.0,"[[0.0, 2625.816478729248, 71.68760919570923]]"
917,-2,-2.0,"[[0.0, 71.60868644714355, 173.54515981674194]]"
918,1,9.39640998840332,"[[96.40332162380219, 3367.5691591501236, 1997.088122665882]]"
919,-2,-2.0,"[[15.129999876022339, 193.04833483695984, 792.4370545744896]]"
920,0,13.5,"[[81.27332174777985, 3174.5208243131638, 1204.6510680913925]]"
921,-2,-2.0,"[[0.0, 1981.6705560684204, 233.33701348304749]]"
922,1,11.789536952972412,"[[81.27332174777985, 1192.8502682447433, 971.314054608345]]"
923,-2,-2.0,"[[79.53738105297089, 71.8032853603363, 438.08792185783386]]"
924,2,3.15290367603302,"[[1.73594069480896, 1121.046982884407, 533.2261327505112]]"
925,-2,-2.0,"[[0.0, 779.2060297727585, 33.34910595417023]]"
926,0,14.5,"[[1.73594069480896, 341.84095311164856, 499.87702679634094]]"
927,-2,-2.0,"[[0.0, 331.3550236225128, 131.56515538692474]]"
928,-2,-2.0,"[[1.73594069480896, 10.485929489135742, 368.3118714094162]]"
929,-2,-2.0,"[[0.0, 2987.861473083496, 35.311790227890015]]"
930,1,14.470671653747559,"[[162.62517887353897, 1557.401564359665, 941.9228090643883]]"
931,-2,-2.0,"[[147.3937702178955, 2.9475714564323425, 501.6012673974037]]"
932,2,5.5313880443573,"[[15.231408655643463, 1554.4539929032326, 440.32154166698456]]"
933,0,18.5,"[[10.080814898014069, 1522.758134663105, 248.79358917474747]]"
934,-2,-2.0,"[[0.0, 1488.755487024784, 116.82459372282028]]"
935,-2,-2.0,"[[10.080814898014069, 34.00264763832092, 131.96899545192719]]"
936,-2,-2.0,"[[5.1505937576293945, 31.695858240127563, 191.5279524922371]]"
937,0,25.5,"[[41.49553424119949, 53373.472285449505, 594.7307029366493]]"
938,1,19.093138694763184,"[[34.125417828559875, 50862.73362338543, 278.6244751214981]]"
939,0,19.5,"[[28.559386551380157, 8592.963017940521, 207.66659039258957]]"
940,-2,-2.0,"[[0.0, 7387.517337799072, 1.524368405342102]]"
941,-2,-2.0,"[[28.559386551380157, 1205.445680141449, 206.14222198724747]]"
942,-2,-2.0,"[[5.566031277179718, 42269.77060544491, 70.95788472890854]]"
943,4,1.4802621603012085,"[[7.370116412639618, 2510.7386620640755, 316.1062278151512]]"
944,-2,-2.0,"[[1.2368161082267761, 312.6215435862541, 310.05039125680923]]"
945,-2,-2.0,"[[6.133300304412842, 2198.1171184778214, 6.05583655834198]]"
946,1,12.182626724243164,"[[3750.799460411072, 482102.0437718034, 49747.28359699249]]"
947,2,18.02236843109131,"[[306.1271163225174, 117628.98711776733, 26107.9133528471]]"
948,3,1.4680847525596619,"[[296.00194799900055, 108801.69790172577, 10561.342866301537]]"
949,4,0.0,"[[280.052841424942, 37807.419882297516, 7325.763459205627]]"
950,2,15.564073085784912,"[[0.0, 25361.263734817505, 2341.974931240082]]"
951,2,12.904676914215088,"[[0.0, 22152.49172449112, 314.3537483215332]]"
952,-2,-2.0,"[[0.0, 15332.230903625488, 0.0]]"
953,3,1.0179402232170105,"[[0.0, 6820.260820865631, 314.3537483215332]]"
954,-2,-2.0,"[[0.0, 103.30040979385376, 148.53834199905396]]"
955,-2,-2.0,"[[0.0, 6716.960411071777, 165.81540632247925]]"
956,1,10.04793643951416,"[[0.0, 3208.7720103263855, 2027.6211829185486]]"
957,4,-1.7647807002067566,"[[0.0, 903.3332238197327, 1754.8505330085754]]"
958,-2,-2.0,"[[0.0, 481.86268281936646, 100.069655418396]]"
959,4,-1.060266375541687,"[[0.0, 421.4705410003662, 1654.7808775901794]]"
960,-2,-2.0,"[[0.0, 173.3091630935669, 1595.3562207221985]]"
961,-2,-2.0,"[[0.0, 248.16137790679932, 59.42465686798096]]"
962,-2,-2.0,"[[0.0, 2305.438786506653, 272.77064990997314]]"
963,0,11.5,"[[280.052841424942, 12446.156147480011, 4983.788527965546]]"
964,1,10.48272705078125,"[[3.524174690246582, 11411.39793586731, 2966.472922682762]]"
965,0,8.5,"[[3.524174690246582, 8786.525136470795, 2956.7748163938522]]"
966,1,8.78313398361206,"[[0.0, 6420.223242998123, 1063.594365119934]]"
967,4,1.3226730823516846,"[[0.0, 4012.2293751239777, 1063.594365119934]]"
968,-2,-2.0,"[[0.0, 2238.3431243896484, 33.98163032531738]]"
969,2,12.475807666778564,"[[0.0, 1773.8862507343292, 1029.6127347946167]]"
970,0,7.0,"[[0.0, 515.3472647666931, 836.030205488205]]"
971,-2,-2.0,"[[0.0, 252.60121870040894, 0.0]]"
972,3,1.351513385772705,"[[0.0, 262.7460460662842, 836.030205488205]]"
973,-2,-2.0,"[[0.0, 62.43653869628906, 819.622917175293]]"
974,-2,-2.0,"[[0.0, 200.30950736999512, 16.407288312911987]]"
975,-2,-2.0,"[[0.0, 1258.538985967636, 193.58252930641174]]"
976,-2,-2.0,"[[0.0, 2407.9938678741455, 0.0]]"
977,1,9.414458751678467,"[[3.524174690246582, 2366.3018934726715, 1893.1804512739182]]"
978,-2,-2.0,"[[3.524174690246582, 0.0, 905.4096100330353]]"
979,4,1.5266011357307434,"[[0.0, 2366.3018934726715, 987.7708412408829]]"
980,-2,-2.0,"[[0.0, 2096.7966692447662, 146.6671278476715]]"
981,-2,-2.0,"[[0.0, 269.5052242279053, 841.1037133932114]]"
982,-2,-2.0,"[[0.0, 2624.872799396515, 9.698106288909912]]"
983,1,11.76966905593872,"[[276.52866673469543, 1034.7582116127014, 2017.3156052827835]]"
984,0,12.5,"[[251.50282740592957, 114.10647106170654, 1549.58274435997]]"
985,-2,-2.0,"[[24.752798557281494, 114.10647106170654, 1479.1496934890747]]"
986,-2,-2.0,"[[226.75002884864807, 0.0, 70.43305087089539]]"
987,4,1.5976213216781616,"[[25.02583932876587, 920.6517405509949, 467.7328609228134]]"
988,-2,-2.0,"[[10.414000511169434, 910.0936181545258, 69.56612169742584]]"
989,-2,-2.0,"[[14.611838817596436, 10.558122396469116, 398.1667392253876]]"
990,4,0.0,"[[15.949106574058533, 70994.27801942825, 3235.579407095909]]"
991,2,15.856382846832275,"[[0.0, 38630.74136209488, 361.2792139053345]]"
992,-2,-2.0,"[[0.0, 33471.21033143997, 21.218407154083252]]"
993,-2,-2.0,"[[0.0, 5159.531030654907, 340.0608067512512]]"
994,0,9.5,"[[15.949106574058533, 32363.536657333374, 2874.3001931905746]]"
995,1,8.2861909866333,"[[0.0, 15102.892229557037, 488.2236096858978]]"
996,2,13.433002948760986,"[[0.0, 5482.796813011169, 480.7966902256012]]"
997,0,7.5,"[[0.0, 2280.9059562683105, 463.1430962085724]]"
998,-2,-2.0,"[[0.0, 1145.5461959838867, 0.0]]"
999,4,1.53788560628891,"[[0.0, 1135.3597602844238, 463.1430962085724]]"
1000,-2,-2.0,"[[0.0, 877.7405862808228, 13.097960472106934]]"
1001,-2,-2.0,"[[0.0, 257.6191740036011, 450.04513573646545]]"
1002,-2,-2.0,"[[0.0, 3201.890856742859, 17.65359401702881]]"
1003,-2,-2.0,"[[0.0, 9620.095416545868, 7.426919460296631]]"
1004,1,9.342727661132812,"[[15.949106574058533, 17260.644427776337, 2386.076583504677]]"
1005,-2,-2.0,"[[5.321566104888916, 105.4474515914917, 1107.2610099315643]]"
1006,0,11.5,"[[10.627540469169617, 17155.196976184845, 1278.8155735731125]]"
1007,1,10.152169704437256,"[[0.0, 12761.900968790054, 421.11443567276]]"
1008,4,1.807386577129364,"[[0.0, 3381.7831704616547, 421.11443567276]]"
1009,-2,-2.0,"[[0.0, 3184.46174120903, 127.33195757865906]]"
1010,-2,-2.0,"[[0.0, 197.3214292526245, 293.78247809410095]]"
1011,-2,-2.0,"[[0.0, 9380.1177983284, 0.0]]"
1012,1,11.147198677062988,"[[10.627540469169617, 4393.296007394791, 857.7011379003525]]"
1013,-2,-2.0,"[[4.384299278259277, 13.837747812271118, 392.12504732608795]]"
1014,4,1.8471305966377258,"[[6.243241190910339, 4379.4582595825195, 465.5760905742645]]"
1015,0,12.5,"[[6.243241190910339, 4317.084118843079, 227.0667543411255]]"
1016,-2,-2.0,"[[0.0, 4314.238030433655, 127.91416621208191]]"
1017,-2,-2.0,"[[6.243241190910339, 2.846088409423828, 99.15258812904358]]"
1018,-2,-2.0,"[[0.0, 62.37414073944092, 238.50933623313904]]"
1019,4,-1.004300057888031,"[[10.125168323516846, 8827.289216041565, 15546.570486545563]]"
1020,4,-1.6398042440414429,"[[0.0, 2545.6973490715027, 13544.820939064026]]"
1021,2,20.32214069366455,"[[0.0, 2095.1400713920593, 4359.234929561615]]"
1022,1,10.759547710418701,"[[0.0, 2079.5417709350586, 1616.9625878334045]]"
1023,3,1.7755332589149475,"[[0.0, 372.9849715232849, 1566.099157333374]]"
1024,-2,-2.0,"[[0.0, 89.81318473815918, 1452.9025621414185]]"
1025,-2,-2.0,"[[0.0, 283.17178678512573, 113.19659519195557]]"
1026,-2,-2.0,"[[0.0, 1706.5567994117737, 50.86343050003052]]"
1027,-2,-2.0,"[[0.0, 15.598300457000732, 2742.2723417282104]]"
1028,2,18.90910530090332,"[[0.0, 450.55727767944336, 9185.58600950241]]"
1029,3,1.7084541320800781,"[[0.0, 428.8937873840332, 2500.389778137207]]"
1030,1,11.864443302154541,"[[0.0, 101.42915725708008, 2355.351405143738]]"
1031,-2,-2.0,"[[0.0, 5.426273345947266, 2318.9502844810486]]"
1032,-2,-2.0,"[[0.0, 96.00288391113281, 36.40112066268921]]"
1033,-2,-2.0,"[[0.0, 327.4646301269531, 145.03837299346924]]"
1034,-2,-2.0,"[[0.0, 21.663490295410156, 6685.196231365204]]"
1035,3,1.530214250087738,"[[10.125168323516846, 6281.591866970062, 2001.7495474815369]]"
1036,0,9.0,"[[10.125168323516846, 1971.2414183616638, 1354.9155673980713]]"
